_id,active,createdDate,lastLogin,role,signUpSource,state
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 07:24:04.800000,2021-01-03 07:25:37.858000,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 07:24:04.800000,2021-01-03 07:25:37.858000,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 07:24:04.800000,2021-01-03 07:25:37.858000,consumer,Email,WI
5ff1e1eacfcf6c399c274ae6,True,2021-01-03 07:25:30.554000,2021-01-03 07:25:30.597000,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 07:24:04.800000,2021-01-03 07:25:37.858000,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 07:24:04.800000,2021-01-03 07:25:37.858000,consumer,Email,WI
5ff1e1e8cfcf6c399c274ad9,True,2021-01-03 07:25:28.354000,2021-01-03 07:25:28.392000,consumer,Email,WI
5ff1e1b7cfcf6c399c274a5a,True,2021-01-03 07:24:39.626000,2021-01-03 07:24:39.665000,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 07:24:04.800000,2021-01-03 07:25:37.858000,consumer,Email,WI
5ff1e1f1cfcf6c399c274b0b,True,2021-01-03 07:25:37.564000,2021-01-03 07:25:37.599000,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 07:24:04.800000,2021-01-03 07:25:37.858000,consumer,Email,WI
5ff1e1eacfcf6c399c274ae6,True,2021-01-03 07:25:30.554000,2021-01-03 07:25:30.597000,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 07:24:04.800000,2021-01-03 07:25:37.858000,consumer,Email,WI
5ff1e1eacfcf6c399c274ae6,True,2021-01-03 07:25:30.554000,2021-01-03 07:25:30.597000,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 07:24:04.800000,2021-01-03 07:25:37.858000,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 07:24:04.800000,2021-01-03 07:25:37.858000,consumer,Email,WI
5ff1e1e4cfcf6c399c274ac3,True,2021-01-03 07:25:24.656000,2021-01-03 07:25:24.694000,consumer,Email,WI
5ff1e1b4cfcf6c399c274a54,True,2021-01-03 07:24:36.410000,2021-01-03 07:24:36.452000,consumer,Email,WI
5ff1e1eacfcf6c399c274ae6,True,2021-01-03 07:25:30.554000,2021-01-03 07:25:30.597000,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 07:24:04.800000,2021-01-03 07:25:37.858000,consumer,Email,WI
5ff370c562fde912123a5e0e,True,2021-01-04 11:47:17.776000,2021-01-04 11:50:50.563000,consumer,Email,WI
5ff36d0362fde912123a5535,True,2021-01-04 11:31:15.973000,2021-01-04 11:34:42.944000,consumer,Email,WI
5ff36d83135e7011bcb864d6,True,2021-01-04 11:33:23.244000,2021-01-04 11:33:23.425000,consumer,Email,WI
5ff36c8862fde912123a538a,True,2021-01-04 11:29:12.943000,2021-01-04 11:29:13.141000,consumer,Email,WI
5ff370c562fde912123a5e0e,True,2021-01-04 11:47:17.776000,2021-01-04 11:50:50.563000,consumer,Email,WI
5ff36be7135e7011bcb856d3,True,2021-01-04 11:26:31.239000,2021-01-04 11:29:52.726000,consumer,Email,WI
5ff36d0362fde912123a5535,True,2021-01-04 11:31:15.973000,2021-01-04 11:34:42.944000,consumer,Email,WI
5ff36be7135e7011bcb856d3,True,2021-01-04 11:26:31.239000,2021-01-04 11:29:52.726000,consumer,Email,WI
5ff36a3862fde912123a4460,True,2021-01-04 11:19:20.352000,2021-01-04 11:23:05.340000,consumer,Email,WI
5ff36d0362fde912123a5535,True,2021-01-04 11:31:15.973000,2021-01-04 11:34:42.944000,consumer,Email,WI
5ff36c8e135e7011bcb85da4,True,2021-01-04 11:29:18.994000,2021-01-04 11:29:19.173000,consumer,Email,WI
5ff36a3862fde912123a4460,True,2021-01-04 11:19:20.352000,2021-01-04 11:23:05.340000,consumer,Email,WI
5ff370c562fde912123a5e0e,True,2021-01-04 11:47:17.776000,2021-01-04 11:50:50.563000,consumer,Email,WI
5ff36a3862fde912123a4460,True,2021-01-04 11:19:20.352000,2021-01-04 11:23:05.340000,consumer,Email,WI
5ff36a3862fde912123a4460,True,2021-01-04 11:19:20.352000,2021-01-04 11:23:05.340000,consumer,Email,WI
5ff370c562fde912123a5e0e,True,2021-01-04 11:47:17.776000,2021-01-04 11:50:50.563000,consumer,Email,WI
5ff36a3862fde912123a4460,True,2021-01-04 11:19:20.352000,2021-01-04 11:23:05.340000,consumer,Email,WI
5ff370c562fde912123a5e0e,True,2021-01-04 11:47:17.776000,2021-01-04 11:50:50.563000,consumer,Email,WI
5ff3711e62fde912123a620e,True,2021-01-04 11:48:46.807000,2021-01-04 11:48:46.997000,consumer,Email,WI
5ff36be7135e7011bcb856d3,True,2021-01-04 11:26:31.239000,2021-01-04 11:29:52.726000,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 12:38:11.229000,2021-01-05 12:39:55.131000,consumer,Email,WI
5ff473e7c1e2d0121a9b2697,True,2021-01-05 06:12:55.669000,2021-01-05 06:12:55.877000,consumer,Email,WI
5ff47392c3d63511e2a47881,True,2021-01-05 06:11:30.233000,2021-01-05 06:15:33.550000,consumer,Email,WI
5ff47392c3d63511e2a47881,True,2021-01-05 06:11:30.233000,2021-01-05 06:15:33.550000,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 12:38:11.229000,2021-01-05 12:39:55.131000,consumer,Email,WI
5ff4ce91c1e2d0121a9b3057,True,2021-01-05 12:39:45.282000,2021-01-05 12:39:45.329000,consumer,Email,WI
5ff47392c3d63511e2a47881,True,2021-01-05 06:11:30.233000,2021-01-05 06:15:33.550000,consumer,Email,WI
5ff4ce3dc3d63511e2a484dc,True,2021-01-05 12:38:21.887000,2021-01-05 12:38:21.938000,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 12:38:11.229000,2021-01-05 12:39:55.131000,consumer,Email,WI
5ff4ce3dc3d63511e2a484dc,True,2021-01-05 12:38:21.887000,2021-01-05 12:38:21.938000,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 12:38:11.229000,2021-01-05 12:39:55.131000,consumer,Email,WI
5ff47392c3d63511e2a47881,True,2021-01-05 06:11:30.233000,2021-01-05 06:15:33.550000,consumer,Email,WI
5ff4ce3dc3d63511e2a484dc,True,2021-01-05 12:38:21.887000,2021-01-05 12:38:21.938000,consumer,Email,WI
5ff4ce3dc3d63511e2a484dc,True,2021-01-05 12:38:21.887000,2021-01-05 12:38:21.938000,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 12:38:11.229000,2021-01-05 12:39:55.131000,consumer,Email,WI
5ff4ce34c3d63511e2a484ba,True,2021-01-05 12:38:12.503000,2021-01-05 12:38:12.565000,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 12:38:11.229000,2021-01-05 12:39:55.131000,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 12:38:11.229000,2021-01-05 12:39:55.131000,consumer,Email,WI
5ff4ce3ac1e2d0121a9b2fb3,True,2021-01-05 12:38:18.446000,2021-01-05 12:38:18.495000,consumer,Email,WI
5ff47392c3d63511e2a47881,True,2021-01-05 06:11:30.233000,2021-01-05 06:15:33.550000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d1a38f142f11dd1886ba,True,2021-01-06 07:05:07.667000,2021-01-06 07:05:07.878000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d1d08f142f11dd18884c,True,2021-01-06 07:05:52.484000,2021-01-06 07:05:52.717000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 07:03:54.680000,2021-01-06 07:08:10.009000,consumer,Email,WI
5ff7264e8f142f11dd189504,True,2021-01-07 07:18:38.596000,2021-01-07 07:20:26.821000,consumer,Email,WI
5ff7401ceb7c7d31ca8a46e0,True,2021-01-07 09:08:44.072000,2021-01-07 09:08:44.352000,consumer,Email,WI
5ff73bea8f142f3276c3e84a,True,2021-01-07 08:50:50.206000,2021-01-07 08:50:50.255000,consumer,Email,WI
5ff74f3db3348b11c93361d1,True,2021-01-07 10:13:17.921000,2021-01-07 10:17:03.217000,consumer,Email,WI
5ff7264e8f142f11dd189504,True,2021-01-07 07:18:38.596000,2021-01-07 07:20:26.821000,consumer,Email,WI
5ff73b90eb7c7d31ca8a452b,True,2021-01-07 08:49:20.959000,2021-01-07 08:51:07.267000,consumer,Email,WI
5ff7930fb3348b11c93372a6,True,2021-01-07 15:02:39.759000,2021-01-07 15:09:54.656000,consumer,Email,WI
5ff7268eeb7c7d12096da2a9,True,2021-01-07 07:19:42.584000,2021-01-07 07:19:42.630000,consumer,Email,WI
5ff7268eeb7c7d12096da2a9,True,2021-01-07 07:19:42.584000,2021-01-07 07:19:42.630000,consumer,Email,WI
5ff7264e8f142f11dd189504,True,2021-01-07 07:18:38.596000,2021-01-07 07:20:26.821000,consumer,Email,WI
5ff7930fb3348b11c93372a6,True,2021-01-07 15:02:39.759000,2021-01-07 15:09:54.656000,consumer,Email,WI
5ff726a0eb7c7d12096da2db,True,2021-01-07 07:20:00.299000,2021-01-07 07:20:00.353000,consumer,Email,WI
5ff793dd04929111f6e90c69,True,2021-01-07 15:06:05.503000,2021-01-07 15:06:05.681000,consumer,Email,WI
5ff7949eb3348b11c93373d2,True,2021-01-07 15:09:18.699000,2021-01-07 15:09:18.840000,consumer,Email,WI
5ff7268c8f142f11dd189579,True,2021-01-07 07:19:40.196000,2021-01-07 07:19:40.243000,consumer,Email,WI
5ff73b90eb7c7d31ca8a452b,True,2021-01-07 08:49:20.959000,2021-01-07 08:51:07.267000,consumer,Email,WI
5ff7264e8f142f11dd189504,True,2021-01-07 07:18:38.596000,2021-01-07 07:20:26.821000,consumer,Email,WI
5ff616a68f142f11dd189163,True,2021-01-06 11:59:34.996000,,consumer,Email,KY
5ff7930fb3348b11c93372a6,True,2021-01-07 15:02:39.759000,2021-01-07 15:09:54.656000,consumer,Email,WI
5ff79464b3348b11c933738b,True,2021-01-07 15:08:20.153000,2021-01-07 15:08:20.301000,consumer,Email,WI
5ff8c241b3348b11c93379fc,True,2021-01-08 12:36:17.626000,2021-01-08 12:36:17.831000,consumer,Email,WI
5ff8ce8504929111f6e913cb,True,2021-01-08 13:28:37.743000,2021-01-08 13:29:59.411000,consumer,Email,WI
5ff8ce8504929111f6e913cb,True,2021-01-08 13:28:37.743000,2021-01-08 13:29:59.411000,consumer,Email,WI
5ff873d1b3348b11c9337716,True,2021-01-08 07:01:37.348000,2021-01-08 07:03:21.259000,consumer,Email,WI
5ff873ef04929111f6e910f0,True,2021-01-08 07:02:07.604000,2021-01-08 07:02:07.655000,consumer,Email,WI
5ff8c4e8b3348b11c9337a11,True,2021-01-08 12:47:36.724000,2021-01-08 12:47:37.088000,consumer,Email,WI
5ff873d1b3348b11c9337716,True,2021-01-08 07:01:37.348000,2021-01-08 07:03:21.259000,consumer,Email,WI
5ff8da28b3348b11c9337ac6,True,2021-01-08 14:18:16.844000,2021-01-08 14:19:49.939000,consumer,Email,WI
5ff8da7db3348b11c9337b6a,True,2021-01-08 14:19:41.689000,2021-01-08 14:19:41.738000,consumer,Email,WI
5ff873ddb3348b11c9337733,True,2021-01-08 07:01:49.160000,2021-01-08 07:01:49.202000,consumer,Email,WI
5ff8a11db3348b11c93378aa,True,2021-01-08 10:14:53.734000,2021-01-08 10:14:53.928000,consumer,Email,WI
5ff873d1b3348b11c9337716,True,2021-01-08 07:01:37.348000,2021-01-08 07:03:21.259000,consumer,Email,WI
5ff873d1b3348b11c9337716,True,2021-01-08 07:01:37.348000,2021-01-08 07:03:21.259000,consumer,Email,WI
5ff873d1b3348b11c9337716,True,2021-01-08 07:01:37.348000,2021-01-08 07:03:21.259000,consumer,Email,WI
5ff8ce8504929111f6e913cb,True,2021-01-08 13:28:37.743000,2021-01-08 13:29:59.411000,consumer,Email,WI
5ff8d634b3348b11c9337aa4,True,2021-01-08 14:01:24.238000,2021-01-08 14:01:24.518000,consumer,Email,WI
5ff8da28b3348b11c9337ac6,True,2021-01-08 14:18:16.844000,2021-01-08 14:19:49.939000,consumer,Email,WI
5ff8c330b3348b11c9337a04,True,2021-01-08 12:40:16.722000,2021-01-08 12:40:16.933000,consumer,Email,WI
5ff873ddb3348b11c9337733,True,2021-01-08 07:01:49.160000,2021-01-08 07:01:49.202000,consumer,Email,WI
5ff8da7eb3348b11c9337b72,True,2021-01-08 14:19:42.704000,2021-01-08 14:19:42.749000,consumer,Email,WI
5ffcb47d04929111f6e9256c,True,2021-01-11 12:26:37.225000,2021-01-11 12:28:21.430000,consumer,Email,WI
5ffc8ff9b3348b11c9338896,True,2021-01-11 09:50:49.527000,2021-01-11 09:50:49.567000,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11 09:49:11.890000,2021-01-11 09:50:56.750000,consumer,Email,WI
5ffc9001b3348b11c93388b6,True,2021-01-11 09:50:57.375000,2021-01-11 09:50:57.415000,consumer,Email,WI
5ffc8ff9b3348b11c9338896,True,2021-01-11 09:50:49.527000,2021-01-11 09:50:49.567000,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11 09:49:11.890000,2021-01-11 09:50:56.750000,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11 09:49:11.890000,2021-01-11 09:50:56.750000,consumer,Email,WI
5ffc8ff9b3348b11c9338896,True,2021-01-11 09:50:49.527000,2021-01-11 09:50:49.567000,consumer,Email,WI
5ffc8ff9b3348b11c9338896,True,2021-01-11 09:50:49.527000,2021-01-11 09:50:49.567000,consumer,Email,WI
5ffcb4bc04929111f6e92608,True,2021-01-11 12:27:40.225000,2021-01-11 12:27:40.265000,consumer,Email,WI
5ffc9d87b3348b11c9338920,True,2021-01-11 10:48:39.076000,2021-01-11 10:50:13.461000,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11 09:49:11.890000,2021-01-11 09:50:56.750000,consumer,Email,WI
5ffc9d87b3348b11c9338920,True,2021-01-11 10:48:39.076000,2021-01-11 10:50:13.461000,consumer,Email,WI
5ffcb47d04929111f6e9256c,True,2021-01-11 12:26:37.225000,2021-01-11 12:28:21.430000,consumer,Email,WI
5ffc9d87b3348b11c9338920,True,2021-01-11 10:48:39.076000,2021-01-11 10:50:13.461000,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11 09:49:11.890000,2021-01-11 09:50:56.750000,consumer,Email,WI
5ffcb4bc04929111f6e92608,True,2021-01-11 12:27:40.225000,2021-01-11 12:27:40.265000,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11 09:49:11.890000,2021-01-11 09:50:56.750000,consumer,Email,WI
5ffc9d9f04929111f6e92456,True,2021-01-11 10:49:03.920000,2021-01-11 10:49:03.965000,consumer,Email,WI
5ffca30604929111f6e92525,True,2021-01-11 11:12:06.515000,2021-01-11 11:12:06.791000,consumer,Email,WI
5fff0f9804929101d0ab0697,True,2021-01-13 07:19:52.446000,2021-01-13 07:19:52.678000,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,True,2021-01-13 07:18:39.070000,2021-01-13 07:22:02.153000,consumer,Email,WI
5fff4beedf9ace121f0c17ea,True,2021-01-13 11:37:18.415000,2021-01-13 11:41:12.676000,consumer,Email,WI
5ffe115404929101d0aaebb2,True,2021-01-12 13:15:00.208000,,consumer,Email,AL
5fff55dabd4dff11dda8f5f1,True,2021-01-13 12:19:38.721000,2021-01-13 12:23:26.975000,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,True,2021-01-13 07:18:39.070000,2021-01-13 07:22:02.153000,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13 12:19:38.721000,2021-01-13 12:23:26.975000,consumer,Email,WI
5fff4beedf9ace121f0c17ea,True,2021-01-13 11:37:18.415000,2021-01-13 11:41:12.676000,consumer,Email,WI
5ffe115404929101d0aaebb2,True,2021-01-12 13:15:00.208000,,consumer,Email,AL
5fff26bab3348b03eb45bb22,True,2021-01-13 08:58:34.027000,2021-01-13 08:58:34.075000,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13 12:19:38.721000,2021-01-13 12:23:26.975000,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,True,2021-01-13 07:18:39.070000,2021-01-13 07:22:02.153000,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13 12:19:38.721000,2021-01-13 12:23:26.975000,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13 12:19:38.721000,2021-01-13 12:23:26.975000,consumer,Email,WI
5fff4c7461ffa811fdb0854c,True,2021-01-13 11:39:32.913000,2021-01-13 11:39:33.163000,consumer,Email,WI
5fff26bfb3348b03eb45bb32,True,2021-01-13 08:58:39.411000,2021-01-13 08:58:39.463000,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13 12:19:38.721000,2021-01-13 12:23:26.975000,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,True,2021-01-13 07:18:39.070000,2021-01-13 07:22:02.153000,consumer,Email,WI
5fff26f2b3348b03eb45bbb9,True,2021-01-13 08:59:30.518000,2021-01-13 08:59:30.567000,consumer,Email,WI
